KC_RACINECOMPETENCE|DC_LBLRACINECOMPETENCE|KC_NOEUDCOMPETENCE|DC_LBLNOEUDCOMPETENCE|KC_COMPETENCESROME|DC_LBLCOMPETENCESROME
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|125267|Modifier un patronnage industriel
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105493|Assembler-monter des vêtements professionnels
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105546|Intervenir dans le remontage
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|106255|Techniques de bonneterie
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105561|Réaliser le collage des fils
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105544|Intervenir dans l'ourdissage, le wappage, l'ensouplage
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105548|Intervenir dans le wheelage
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105311|Procédés de fabrication fibres courtes
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105430|Façonner le tissu, cuir sur la table de coupe et ajuster le positionnement (alignement)
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105541|Intervenir dans l'étape du bobinage
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105705|Procédés de traitement mécanique
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105584|Utilisation de griffe
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105450|Techniques de positionnement de tissu extensible
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105494|Assembler-monter des articles de haute couture/Robes de mariée
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|125520|Assembler des pièces de cuir
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105345|Réaliser des opérations d'ennoblissement sur calandre
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105395|Techniques de corroyage
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105449|Techniques de matelassage
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|114693|Assister techniquement les agents de l'équipe (explication de schéma de montage, difficultés techniques)
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|105575|Réaliser la préparation de pièces par parage (biseau, rembord, ...)
00021|Fabrication et transformation d'éléments|00329|Techniques et procédés des industries textile, de la chaussure et du cuir|106254|Techniques d'assemblage et de filetage du textile
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106157|Rebouchage, nettoyage de trou de coulée
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106150|Techniques de poteyage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106168|Critères de démoulage (dépouilles, rayons, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105985|Réaliser des opérations de cisaillage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105977|Déterminer les opérations de fabrication d'ensembles chaudronnés et préparer les matériaux
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105979|Couper les éléments et les mettre à dimensions et en forme par pliage, cintrage, oxycoupage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105992|Réaliser des opérations de pliage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|113700|Découper des matériaux (bois, contreplaqué, verre, tissus, ...) selon les dimensions, formes, mesures définies par les clients
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105978|Tracer les développés et reporter les cotes sur les matériaux (plaques, tubes, profilés, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105993|Réaliser des opérations de roulage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106151|Coulée à la louche
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106092|Réaliser des opérations de refendage (ligne de refendage, refendeuse, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106062|Réaliser une opération de bobinage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106085|Réaliser des opérations de détourage (détoureuse, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106075|Procédés de meulage, ébavurage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106344|Réaliser des reprises, des finitions ou des assemblages par soudage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105952|Intervenir dans le domaine de la chaudronnerie, tôlerie et tuyauterie
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106086|Réaliser des opérations d'emboutissage (presse à emboutir, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106351|Sélectionner les outillages (moules, filières, couteaux, ...) en fonction du produit et en vérifier l'état
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105986|Réaliser des opérations de découpage laser, plasma
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106429|Réaliser des opérations de marquage à chaud
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106126|Surveiller le déroulement des phases de production de métaux
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106057|Démarrer, en cadence l'équipement (pilon, presse, filière, laminoir, ...) et alimenter ou positionner la pièce
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106417|Réaliser des opérations de transformation par cuisson
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106343|Réaliser des reprises, des finitions ou des assemblages par sérigraphie
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106443|Dosage de précision
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106153|Découpe de métal
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106161|Former les matériaux par usinage, modelage, découpage, formage, sculpture, ...
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106069|Réaliser une opération de laminage circulaire (lamineuse circulaire)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106340|Réaliser des reprises, des finitions ou des assemblages par ébavurage, ponçage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106094|Réaliser des opérations de sciage, tronçonnage (cisaille, scie, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106065|Réaliser une opération d'étirage/repoussage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106087|Réaliser des opérations de grignotage (grignoteuse, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106067|Réaliser une opération de laminage à chaud (laminoir, train de laminage)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106071|Réaliser une opération de tréfilage (tréfileuse, ligne de tréfilage, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106068|Réaliser une opération de laminage à froid (laminoir, train de laminage)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106070|Réaliser une opération de matage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|106072|Réaliser une opération de tubage
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105980|Marquer, positionner les pièces, plaques, tubes et les assembler (soudure-pointage, rivet, agrafe, colle, ...)
00021|Fabrication et transformation d'éléments|00033|Chaudronnerie - tôlerie|105990|Réaliser des opérations de sciage, tronçonnage
